animal_id,name,sex_upon_outcome,sex,spay/neuter,Periods,period_range,outcome_age,cat/kitten,age_group,breed1,cfa_breed,domestic_breed,coat_pattern,color1,color2,coat,outcome
A681274,0,Intact Male,Male,No,3,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,cream,none,cream,Transfer-- Partner
A677942,0,Intact Male,Male,No,2,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- Partner
A684764,0,Neutered Male,Male,Yes,5,30,2,Kitten,"(-0.022, 2.2]",siamese,True,False,point,flame,none,flame,Adoption-- 
A690721,1,Intact Female,Female,No,1,30,1,Kitten,"(-0.022, 2.2]",domestic longhair,False,True,missing,blue,white,blue,Adoption-- 
A663617,1,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Transfer-- Partner
A686602,0,Intact Female,Female,No,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,blue,none,blue,Transfer-- SCRP
A676903,0,Intact Male,Male,No,1,7,0,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
A678831,0,Unknown,Female,Yes,3,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
A683232,1,Spayed Female,Female,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,torbie,Breed Specific,none,torbie,Transfer-- Partner
A661919,1,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",siamese,True,False,point,lynx,none,lynx,Adoption-- Offsite
A690245,0,Intact Female,Female,No,3,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- Partner
A680577,1,Intact Female,Female,No,1,30,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
A678249,0,Intact Male,Male,No,1,30,1,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,tabby,brown,none,brown,Transfer-- Partner
A688493,1,Intact Female,Female,No,1,30,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
A685094,1,Intact Female,Female,No,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Adoption-- 
A677408,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- 
A693382,1,Spayed Female,Female,Yes,3,365,4,Cat,"(2.2, 4.4]",domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Adoption-- 
A682657,0,Intact Female,Female,No,4,30,2,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,tortie,Breed Specific,none,tortie,Euthanasia-- Suffering
A678840,0,Intact Female,Female,No,1,1,0,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,torbie,Breed Specific,none,torbie,Transfer-- Partner
A692708,1,Spayed Female,Female,Yes,10,30,3,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,blue,white,blue,Transfer-- Partner
A684212,1,Neutered Male,Male,Yes,6,365,5,Cat,"(4.4, 6.6]",domestic shorthair,False,True,missing,black,white,black,Adoption-- 
A689082,1,Spayed Female,Female,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,torbie,Breed Specific,none,torbie,Adoption-- 
A685959,1,Intact Female,Female,No,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,blue,none,blue,Transfer-- Partner
A685160,1,Unknown,Female,Yes,1,7,0,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Transfer-- Partner
A679394,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,tabby,orange,none,orange,Adoption-- Foster
A686897,1,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
A607650,1,Intact Female,Female,No,4,365,5,Cat,"(2.2, 4.4]",domestic longhair,False,True,tabby,blue,none,blue,Transfer-- Partner
A693316,1,Intact Female,Female,No,6,30,2,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
A682216,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Adoption-- Foster
A666445,1,Neutered Male,Male,Yes,15,365,7,Cat,"(13.2, 15.4]",domestic shorthair,False,True,tabby,blue ,white,blue ,Adoption-- Foster
A678386,0,Intact Female,Female,No,2,7,1,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,tabby,orange,none,orange,Transfer-- Partner
A665654,1,Spayed Female,Female,Yes,4,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- 
A669717,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,tabby,brown,none,brown,Adoption-- Foster
A684195,0,Intact Female,Female,No,2,365,4,Cat,"(-0.022, 2.2]",domestic mediumhair,False,True,missing,black,white,black,Transfer-- SCRP
A530793,1,Neutered Male,Male,Yes,5,365,5,Cat,"(4.4, 6.6]",domestic shorthair,False,True,missing,blue,none,blue,Adoption-- Foster
A675440,1,Neutered Male,Male,Yes,10,365,6,Cat,"(8.8, 11.0]",domestic shorthair,False,True,tabby,brown,none,brown,Return to Owner-- 
A688941,0,Intact Male,Male,No,4,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- SCRP
A666783,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,white,cream,white,Adoption-- Foster
A688207,1,Intact Male,Male,No,1,30,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- Partner
A667078,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Adoption-- 
A682416,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- 
A665635,0,Unknown,Female,Yes,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Transfer-- SCRP
A671118,1,Intact Male,Male,No,4,365,5,Cat,"(2.2, 4.4]",domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
A691874,1,Intact Female,Female,No,4,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
A679635,0,Unknown,Female,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- SCRP
A680379,0,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,tabby,brown ,white,brown ,Adoption-- Foster
A688047,0,Unknown,Female,Yes,1,7,0,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
A663046,1,Spayed Female,Female,Yes,5,365,5,Cat,"(4.4, 6.6]",domestic shorthair,False,True,calico,Breed Specific,none,calico,Adoption-- 
A689060,0,Unknown,Female,Yes,6,30,2,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- SCRP
A682392,1,Intact Male,Male,No,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
A675508,0,Neutered Male,Male,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- 
A671057,1,Spayed Female,Female,Yes,4,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,cream,none,cream,Adoption-- 
A693581,1,Neutered Male,Male,Yes,5,365,5,Cat,"(4.4, 6.6]",domestic shorthair,False,True,missing,black,white,black,Return to Owner-- 
A663922,1,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,missing,blue,white,blue,Adoption-- Foster
A685248,0,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- Foster
A667789,1,Spayed Female,Female,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Return to Owner-- 
A681803,0,Neutered Male,Male,Yes,5,365,5,Cat,"(4.4, 6.6]",domestic mediumhair,False,True,missing,black,none,black,Transfer-- SCRP
A677557,1,Spayed Female,Female,Yes,4,365,5,Cat,"(2.2, 4.4]",siamese,True,False,point,seal,none,seal,Transfer-- Partner
A670706,1,Spayed Female,Female,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,torbie,Breed Specific,none,torbie,Adoption-- 
A673215,0,Intact Female,Female,No,2,365,4,Cat,"(-0.022, 2.2]",ragdoll,True,False,calico,Breed Specific,none,calico,Euthanasia-- Suffering
A665395,1,Neutered Male,Male,Yes,6,30,2,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,white,black,white,Transfer-- Partner
A693191,0,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
A665645,0,Intact Male,Male,No,3,365,4,Cat,"(2.2, 4.4]",domestic shorthair,False,True,missing,black,white,black,Euthanasia-- Suffering
A683042,0,Intact Female,Female,No,1,30,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- Partner
A471842,1,Neutered Male,Male,Yes,9,365,6,Cat,"(8.8, 11.0]",domestic shorthair,False,True,tabby,brown,none,brown,Return to Owner-- 
A673944,0,Neutered Male,Male,Yes,4,365,5,Cat,"(2.2, 4.4]",domestic shorthair,False,True,tabby,orange,none,orange,Euthanasia-- Suffering
A683383,1,Intact Female,Female,No,1,30,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,white,black,white,Transfer-- Partner
A292482,1,Spayed Female,Female,Yes,12,365,7,Cat,"(11.0, 13.2]",domestic shorthair,False,True,missing,black,white,black,Return to Owner-- 
A684452,0,Intact Male,Male,No,1,365,4,Cat,"(-0.022, 2.2]",domestic mediumhair,False,True,missing,black,none,black,Transfer-- SCRP
A665689,0,Intact Female,Female,No,5,365,5,Cat,"(4.4, 6.6]",domestic longhair,False,True,tabby,blue,none,blue,Euthanasia-- Suffering
A667143,0,Intact Male,Male,No,7,30,3,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Died-- In Kennel
A692588,0,Intact Female,Female,No,1,365,4,Cat,"(-0.022, 2.2]",domestic mediumhair,False,True,tortie,Breed Specific,white,tortie,Transfer-- SCRP
A676305,0,Intact Male,Male,No,0,365,0,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,white,black,white,Transfer-- Partner
A686104,0,Intact Male,Male,No,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange ,white,orange ,Transfer-- SCRP
A687515,1,Spayed Female,Female,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- 
A686861,0,Spayed Female,Female,Yes,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,cream,none,cream,Euthanasia-- Suffering
A681973,0,Intact Female,Female,No,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- SCRP
A684946,1,Intact Female,Female,No,1,30,1,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,tabby,cream,none,cream,Transfer-- Partner
A688675,0,Intact Female,Female,No,4,30,2,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,missing,black,none,black,Transfer-- SCRP
A675184,0,Intact Female,Female,No,1,7,0,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Transfer-- Partner
A668671,1,Neutered Male,Male,Yes,5,365,5,Cat,"(4.4, 6.6]",domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- Partner
A682346,0,Intact Female,Female,No,3,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,blue ,white,blue ,Transfer-- Partner
A683510,1,Intact Male,Male,No,1,30,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,blue,none,blue,Transfer-- Partner
A688474,1,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,cream ,white,cream ,Adoption-- 
A654500,1,Spayed Female,Female,Yes,3,365,4,Cat,"(2.2, 4.4]",domestic shorthair,False,True,tabby,orange ,white,orange ,Transfer-- Partner
A676534,0,Unknown,Female,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,white,black,white,Transfer-- SCRP
A674998,1,Spayed Female,Female,Yes,4,365,5,Cat,"(2.2, 4.4]",maine coon,True,False,calico,Breed Specific,none,calico,Euthanasia-- Suffering
A662403,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Adoption-- Offsite
A678752,1,Intact Female,Female,No,1,30,1,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,missing,black,none,black,Transfer-- Partner
A678611,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- 
A688879,1,Intact Female,Female,No,1,30,1,Kitten,"(-0.022, 2.2]",snowshoe,False,True,point,seal,none,seal,Transfer-- Partner
A663495,1,Spayed Female,Female,Yes,4,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,torbie,Breed Specific,none,torbie,Return to Owner-- 
A693824,0,Intact Female,Female,No,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Euthanasia-- Suffering
A674580,0,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic longhair,False,True,tabby,blue,none,blue,Adoption-- Foster
A614259,1,Neutered Male,Male,Yes,4,365,5,Cat,"(2.2, 4.4]",domestic shorthair,False,True,tabby,blue,none,blue,Return to Owner-- 
A677903,1,Neutered Male,Male,Yes,3,365,4,Cat,"(2.2, 4.4]",domestic shorthair,False,True,tabby,blue,none,blue,Adoption-- 
A689266,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- 
A675887,1,Spayed Female,Female,Yes,5,365,5,Cat,"(4.4, 6.6]",domestic shorthair,False,True,missing,blue,white,blue,Adoption-- 
A681402,0,Intact Male,Male,No,1,30,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
A683509,1,Intact Male,Male,No,1,30,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
A676658,0,Spayed Female,Female,Yes,2,365,4,Cat,"(-0.022, 2.2]",siamese,True,False,point,lynx,none,lynx,Adoption-- 
A660822,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- Foster
A687202,0,Intact Female,Female,No,5,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- SCRP
A679953,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Adoption-- 
A659967,1,Spayed Female,Female,Yes,3,365,4,Cat,"(2.2, 4.4]",domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Adoption-- 
A687537,1,Spayed Female,Female,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- Foster
A670841,1,Spayed Female,Female,Yes,4,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,blue,none,blue,Adoption-- 
A678089,1,Neutered Male,Male,Yes,1,30,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange ,white,orange ,Adoption-- Foster
A679033,1,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- 
A688942,0,Intact Male,Male,No,4,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- SCRP
A678743,0,Intact Female,Female,No,3,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- Partner
A674873,0,Intact Female,Female,No,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Euthanasia-- Suffering
A690839,1,Neutered Male,Male,Yes,1,30,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Adoption-- 
A693225,1,Spayed Female,Female,Yes,4,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,blue,none,blue,Adoption-- 
A689839,0,Intact Male,Male,No,3,7,1,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,tabby,brown,none,brown,Transfer-- Partner
A684475,1,Spayed Female,Female,Yes,9,365,6,Cat,"(8.8, 11.0]",domestic shorthair,False,True,missing,white,black,white,Return to Owner-- 
A671024,0,Intact Female,Female,No,1,365,4,Cat,"(-0.022, 2.2]",domestic longhair,False,True,missing,blue,white,blue,Euthanasia-- Suffering
A678384,0,Intact Female,Female,No,1,7,0,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Transfer-- Partner
A663722,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
A684293,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,blue,none,blue,Adoption-- Foster
A687007,0,Intact Female,Female,No,1,7,0,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
A689582,0,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- 
A634279,1,Spayed Female,Female,Yes,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,calico,Breed Specific,none,calico,Return to Owner-- 
A683221,1,Intact Female,Female,No,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
A677603,0,Intact Male,Male,No,6,1,0,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
A681423,0,Intact Male,Male,No,3,7,1,Kitten,"(-0.022, 2.2]",domestic longhair,False,True,tabby,blue,none,blue,Transfer-- Partner
A679319,1,Intact Female,Female,No,1,30,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
A690555,1,Intact Male,Male,No,4,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Transfer-- Partner
A678250,0,Intact Male,Male,No,1,30,1,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,tabby,brown,none,brown,Transfer-- Partner
A675232,1,Spayed Female,Female,Yes,4,365,5,Cat,"(2.2, 4.4]",domestic shorthair,False,True,tortie,Breed Specific,blue cream,tortie,Adoption-- 
A679963,1,Spayed Female,Female,Yes,4,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
A665427,0,Intact Female,Female,No,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,blue,none,blue,Transfer-- SCRP
A682810,0,Intact Male,Male,No,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,white,none,white,Transfer-- SCRP
A677661,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,torbie,Breed Specific,none,torbie,Adoption-- Foster
A673190,1,Spayed Female,Female,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic longhair,False,True,tabby,brown,none,brown,Adoption-- 
A660154,1,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Adoption-- Foster
A691826,1,Neutered Male,Male,Yes,11,365,7,Cat,"(8.8, 11.0]",domestic shorthair,False,True,tabby,blue,none,blue,Euthanasia-- Suffering
A685816,0,Spayed Female,Female,Yes,4,365,5,Cat,"(2.2, 4.4]",domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Euthanasia-- Suffering
A685810,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- Foster
A665283,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,torbie,Breed Specific,none,torbie,Adoption-- 
A683851,0,Spayed Female,Female,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,torbie,Breed Specific,white,torbie,Adoption-- 
A678701,1,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,missing,black,none,black,Adoption-- 
A684652,1,Intact Male,Male,No,1,30,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange ,white,orange ,Transfer-- Partner
A693924,0,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",siamese,True,False,point,seal,none,seal,Adoption-- 
A668322,0,Intact Female,Female,No,1,365,4,Cat,"(-0.022, 2.2]",domestic mediumhair,False,True,tabby,brown ,white,brown ,Transfer-- SCRP
A684373,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
A688472,1,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- 
A684164,0,Neutered Male,Male,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Transfer-- SCRP
A676728,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- Foster
A667324,1,Intact Female,Female,No,1,30,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
A684097,0,Intact Female,Female,No,9,30,3,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,calico,Breed Specific,none,calico,Euthanasia-- Suffering
A687106,1,Neutered Male,Male,Yes,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange,none,orange,Return to Owner-- 
A678569,1,Intact Female,Female,No,1,30,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- Partner
A679360,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Adoption-- Foster
A665209,1,Intact Female,Female,No,6,365,5,Cat,"(4.4, 6.6]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
A694067,1,Spayed Female,Female,Yes,8,30,3,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,torbie,Breed Specific,none,torbie,Adoption-- 
A682114,1,Spayed Female,Female,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Adoption-- 
A690178,0,Intact Female,Female,No,7,365,6,Cat,"(6.6, 8.8]",domestic shorthair,False,True,tabby,white,brown,white,Transfer-- Partner
A667579,1,Intact Female,Female,No,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
A682130,0,Intact Female,Female,No,3,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Transfer-- Partner
A689049,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,tabby,blue ,white,blue ,Transfer-- Partner
A686797,1,Spayed Female,Female,Yes,4,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,blue,none,blue,Adoption-- 
A666501,0,Intact Female,Female,No,3,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,blue,none,blue,Transfer-- Partner
A677362,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Transfer-- Partner
A690792,1,Intact Male,Male,No,4,7,1,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,tabby,brown,none,brown,Transfer-- Partner
A664583,0,Unknown,Female,Yes,4,30,2,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,missing,black,white,black,Transfer-- SCRP
A688882,0,Intact Female,Female,No,5,30,2,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,tabby,brown,none,brown,Transfer-- SCRP
A682911,1,Spayed Female,Female,Yes,3,30,2,Kitten,"(-0.022, 2.2]",snowshoe,False,True,point,chocolate,none,chocolate,Adoption-- 
A679226,1,Spayed Female,Female,Yes,6,30,2,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Adoption-- 
A678114,0,Intact Female,Female,No,3,1,0,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,blue,none,blue,Transfer-- Partner
A673848,1,Neutered Male,Male,Yes,3,365,4,Cat,"(2.2, 4.4]",domestic longhair,False,True,tabby,brown ,white,brown ,Return to Owner-- 
A677421,0,Intact Male,Male,No,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Euthanasia-- Suffering
A684962,1,Intact Female,Female,No,4,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
A647071,1,Spayed Female,Female,Yes,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- 
A692364,1,Neutered Male,Male,Yes,1,365,4,Cat,"(-0.022, 2.2]",snowshoe,False,True,point,blue,none,blue,Transfer-- Partner
A669593,1,Spayed Female,Female,Yes,1,365,4,Cat,"(-0.022, 2.2]",siamese,True,False,point,lynx,none,lynx,Adoption-- 
A662259,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,tabby,brown ,white,brown ,Adoption-- 
A664734,0,Intact Male,Male,No,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- Partner
A690411,0,Intact Female,Female,No,4,30,2,Kitten,"(-0.022, 2.2]",siamese,True,False,point,chocolate,none,chocolate,Transfer-- SCRP
A683796,0,Intact Female,Female,No,3,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,torbie,Breed Specific,none,torbie,Transfer-- Partner
A691163,1,Spayed Female,Female,Yes,3,365,4,Cat,"(2.2, 4.4]",domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- Partner
A679035,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,white,brown,white,Adoption-- 
A688035,0,Neutered Male,Male,Yes,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,blue,none,blue,Transfer-- SCRP
