animal_id,name,sex_upon_outcome,sex,spay/neuter,Periods,period_range,outcome_age,cat/kitten,age_group,breed1,cfa_breed,domestic_breed,coat_pattern,color1,color2,coat,outcome
A707185,1,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,white,gray,white,Adoption-- Foster
A753221,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,tortie,Breed Specific,none,tortie,Adoption-- Foster
A761521,1,Unknown,Female,Yes,1,365,4,Cat,"(-0.022, 2.2]",american shorthair,True,False,tabby,gray ,white,gray ,Transfer-- Snr
A700954,1,Spayed Female,Female,Yes,3,365,4,Cat,"(2.2, 4.4]",domestic mediumhair,False,True,missing,black,none,black,Transfer-- Partner
A708519,1,Spayed Female,Female,Yes,3,365,4,Cat,"(2.2, 4.4]",siamese,True,False,tortie,Breed Specific,none,tortie,Adoption-- 
A729218,1,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Adoption-- 
A735379,1,Neutered Male,Male,Yes,6,30,2,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Adoption-- 
A728858,0,Intact Female,Female,No,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Euthanasia-- Suffering
A693619,1,Spayed Female,Female,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic mediumhair,False,True,missing,black,white,black,Transfer-- Partner
A732376,1,Intact Male,Male,No,2,30,2,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,missing,black,none,black,Died-- In Kennel
A712517,1,Spayed Female,Female,Yes,6,30,2,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Return to Owner-- 
A706398,1,Neutered Male,Male,Yes,1,30,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,cream,none,cream,Adoption-- 
A718117,1,Neutered Male,Male,Yes,4,365,5,Cat,"(2.2, 4.4]",domestic shorthair,False,True,tabby,orange,none,orange,Return to Owner-- 
A739870,1,Spayed Female,Female,Yes,4,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Adoption-- 
A707492,0,Intact Male,Male,No,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- SCRP
A705866,0,Intact Female,Female,No,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,black ,white,black ,Euthanasia-- Suffering
A705719,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- Foster
A756941,1,Neutered Male,Male,Yes,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Adoption-- 
A699140,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- Foster
A751212,1,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,blue,none,blue,Adoption-- Foster
A712880,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- Partner
A723827,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,torbie,Breed Specific,none,torbie,Adoption-- Foster
A683511,1,Neutered Male,Male,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Return to Owner-- 
A711071,0,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
A709916,1,Neutered Male,Male,Yes,7,30,3,Cat,"(-0.022, 2.2]",domestic mediumhair,False,True,tabby,orange,none,orange,Adoption-- 
A729129,0,Intact Male,Male,No,2,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- Partner
A681782,1,Neutered Male,Male,Yes,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,silver ,white,silver ,Return to Owner-- 
A752515,0,Intact Male,Male,No,3,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Euthanasia-- Suffering
A737311,0,Spayed Female,Female,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Transfer-- SCRP
A715834,1,Neutered Male,Male,Yes,3,365,4,Cat,"(2.2, 4.4]",siamese,True,False,point,lilac ,white,lilac ,Euthanasia-- Suffering
A705878,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,blue,none,blue,Adoption-- 
A751034,0,Intact Male,Male,No,2,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange,none,orange,Euthanasia-- Suffering
A700843,0,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange ,white,orange ,Transfer-- Partner
A751298,1,Intact Male,Male,No,1,30,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,cream,none,cream,Adoption-- 
A763304,0,Intact Male,Male,No,6,30,2,Cat,"(-0.022, 2.2]",domestic mediumhair,False,True,tabby,orange,none,orange,Transfer-- Snr
A758585,0,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",american shorthair,True,False,tabby,cream ,white,cream ,Adoption-- 
A729357,1,Spayed Female,Female,Yes,8,365,6,Cat,"(6.6, 8.8]",domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- 
A737423,1,Intact Female,Female,No,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Return to Owner-- 
A714694,0,Unknown,Female,Yes,4,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- Partner
A717293,1,Intact Male,Male,No,1,30,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,white,brown,white,Transfer-- Partner
A707932,1,Intact Male,Male,No,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,blue ,white,blue ,Transfer-- Partner
A737676,1,Intact Female,Female,No,1,30,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,blue,none,blue,Adoption-- 
A708331,1,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- 
A717348,0,Spayed Female,Female,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- SCRP
A725392,1,Intact Male,Male,No,1,30,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
A730287,1,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",siamese,True,False,point,flame,none,flame,Adoption-- Foster
A715353,0,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,tabby,brown,none,brown,Adoption-- 
A706064,1,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
A702874,0,Unknown,Female,Yes,4,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
A610585,1,Neutered Male,Male,Yes,4,365,5,Cat,"(2.2, 4.4]",domestic shorthair,False,True,missing,black,white,black,Transfer-- SCRP
A708062,1,Intact Female,Female,No,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- Partner
A725645,1,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,blue,none,blue,Adoption-- Foster
A743077,0,Intact Female,Female,No,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Euthanasia-- Suffering
A708825,0,Intact Female,Female,No,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,torbie,Breed Specific,none,torbie,Transfer-- SCRP
A710860,0,Intact Female,Female,No,4,30,2,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,tabby,blue,none,blue,Transfer-- SCRP
A736436,0,Intact Male,Male,No,1,30,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- Partner
A710542,1,Neutered Male,Male,Yes,4,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,blue,none,blue,Transfer-- Partner
A713543,0,Neutered Male,Male,Yes,4,365,5,Cat,"(2.2, 4.4]",domestic mediumhair,False,True,missing,black,none,black,Transfer-- SCRP
A726656,1,Neutered Male,Male,Yes,2,365,4,Cat,"(-0.022, 2.2]",maine coon,True,False,tabby,brown,none,brown,Return to Owner-- 
A742444,1,Spayed Female,Female,Yes,4,30,2,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,tabby,brown,none,brown,Adoption-- 
A705280,0,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Adoption-- Foster
A731635,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Adoption-- 
A710072,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Transfer-- Partner
A700844,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,blue,none,blue,Adoption-- 
A748726,1,Spayed Female,Female,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- Foster
A759692,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- 
A598169,1,Neutered Male,Male,Yes,7,365,6,Cat,"(6.6, 8.8]",domestic shorthair,False,True,tabby,orange ,white,orange ,Return to Owner-- 
A735182,0,Intact Female,Female,No,5,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- SCRP
A735420,1,Neutered Male,Male,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Transfer-- Partner
A708285,0,Intact Male,Male,No,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,point,white,chocolate,white,Transfer-- SCRP
A751206,1,Spayed Female,Female,Yes,4,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,calico,Breed Specific,none,calico,Adoption-- 
A745596,0,Neutered Male,Male,Yes,3,365,4,Cat,"(2.2, 4.4]",domestic shorthair,False,True,tabby,cream,none,cream,Transfer-- Snr
A729691,1,Spayed Female,Female,Yes,5,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,calico,Breed Specific,none,calico,Adoption-- 
A729002,0,Intact Male,Male,No,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Euthanasia-- Suffering
A718056,0,Intact Female,Female,No,6,365,5,Cat,"(4.4, 6.6]",manx,True,False,tabby,brown,none,brown,Transfer-- Partner
A752638,0,Neutered Male,Male,Yes,3,365,4,Cat,"(2.2, 4.4]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
A721615,1,Neutered Male,Male,Yes,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Adoption-- 
A732490,0,Spayed Female,Female,Yes,7,30,3,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Transfer-- SCRP
A734161,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,missing,black,none,black,Adoption-- Foster
A739495,0,Intact Male,Male,No,3,7,1,Kitten,"(-0.022, 2.2]",domestic longhair,False,True,missing,black,white,black,Transfer-- Partner
A717466,1,Spayed Female,Female,Yes,6,30,2,Cat,"(-0.022, 2.2]",domestic mediumhair,False,True,tabby,cream,none,cream,Transfer-- Partner
A756480,0,Intact Male,Male,No,1,30,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,white,black,white,Return to Owner-- 
A743231,0,Intact Female,Female,No,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Transfer-- SCRP
A751292,1,Neutered Male,Male,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
A704329,0,Unknown,Female,Yes,10,30,3,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- SCRP
A711341,1,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Adoption-- Foster
A754220,1,Neutered Male,Male,Yes,8,30,3,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,blue,none,blue,Adoption-- 
A722012,0,Neutered Male,Male,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,white,black,white,Transfer-- SCRP
A733022,0,Intact Female,Female,No,2,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,calico,Breed Specific,none,calico,Transfer-- Partner
A750416,1,Spayed Female,Female,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic mediumhair,False,True,tabby,brown,none,brown,Adoption-- 
A723990,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,black,none,black,Adoption-- 
A763268,1,Neutered Male,Male,Yes,9,30,3,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Adoption-- 
A751941,0,Neutered Male,Male,Yes,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,orange,none,orange,Transfer-- Snr
A741172,0,Intact Male,Male,No,4,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
A747805,1,Spayed Female,Female,Yes,4,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tortie,Breed Specific,white,tortie,Adoption-- Foster
A706393,1,Neutered Male,Male,Yes,5,30,2,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,tabby,blue ,white,blue ,Adoption-- Foster
A712508,0,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- SCRP
A721006,1,Spayed Female,Female,Yes,3,365,4,Cat,"(2.2, 4.4]",domestic longhair,False,True,missing,black,white,black,Adoption-- 
A701372,1,Spayed Female,Female,Yes,1,30,1,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,tabby,brown,none,brown,Adoption-- 
A706928,1,Neutered Male,Male,Yes,4,365,5,Cat,"(2.2, 4.4]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- SCRP
A715134,0,Intact Male,Male,No,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,blue,none,blue,Transfer-- SCRP
A730575,1,Spayed Female,Female,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic longhair,False,True,missing,black,white,black,Adoption-- 
A708057,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- 
A762822,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,tabby,brown ,white,brown ,Adoption-- 
A736908,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,missing,black,none,black,Adoption-- Foster
A734696,1,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,white,none,white,Adoption-- 
A709979,1,Neutered Male,Male,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,white,orange,white,Adoption-- 
A705769,1,Spayed Female,Female,Yes,4,30,2,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,tabby,brown,none,brown,Adoption-- 
A746047,0,Unknown,Female,Yes,2,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,yellow,orange,yellow,Transfer-- Partner
A754701,0,Intact Female,Female,No,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,blue,none,blue,Transfer-- Snr
A725633,0,Intact Male,Male,No,2,1,0,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
A761898,1,Neutered Male,Male,Yes,4,365,5,Cat,"(2.2, 4.4]",domestic shorthair,False,True,missing,white,black,white,Return to Owner-- 
A755744,0,Spayed Female,Female,Yes,5,30,2,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,torbie,Breed Specific,none,torbie,Adoption-- 
A731969,0,Intact Female,Female,No,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange ,white,orange ,Transfer-- Partner
A740283,0,Neutered Male,Male,Yes,6,30,2,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Return to Owner-- 
A745141,0,Intact Female,Female,No,1,365,4,Cat,"(-0.022, 2.2]",domestic mediumhair,False,True,tortie,Breed Specific,none,tortie,Transfer-- SCRP
A744733,1,Neutered Male,Male,Yes,5,365,5,Cat,"(4.4, 6.6]",domestic shorthair,False,True,missing,blue,none,blue,Adoption-- 
A700920,1,Neutered Male,Male,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Adoption-- 
A739774,0,Spayed Female,Female,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,blue ,white,blue ,Transfer-- SCRP
A701628,0,Intact Male,Male,No,4,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
A708675,1,Spayed Female,Female,Yes,5,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,blue ,white,blue ,Adoption-- 
A762322,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Adoption-- 
A708415,0,Unknown,Female,Yes,3,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
A756963,1,Spayed Female,Female,Yes,2,365,4,Cat,"(-0.022, 2.2]",american shorthair,True,False,tortie,Breed Specific,white,tortie,Adoption-- 
A701657,0,Intact Female,Female,No,3,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Transfer-- Partner
A705784,0,Spayed Female,Female,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- SCRP
A756779,0,Intact Male,Male,No,2,365,4,Cat,"(-0.022, 2.2]",domestic longhair,False,True,missing,white,black,white,Transfer-- Snr
A704546,1,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
A755580,0,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,point,lynx,none,lynx,Adoption-- 
A739561,0,Spayed Female,Female,Yes,4,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
A760433,0,Unknown,Female,Yes,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,calico,Breed Specific,none,calico,Transfer-- Snr
A752753,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",siamese,True,False,point,lynx,none,lynx,Adoption-- 
A748925,0,Unknown,Female,Yes,3,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,torbie,Breed Specific,none,torbie,Transfer-- Partner
A700140,0,Intact Male,Male,No,4,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
A761849,0,Intact Female,Female,No,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,calico,Breed Specific,gray,calico,Euthanasia-- Suffering
A745538,0,Spayed Female,Female,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- SCRP
A727312,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,missing,black,white,black,Adoption-- Foster
A701774,1,Spayed Female,Female,Yes,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
A704803,0,Unknown,Female,Yes,3,7,1,Kitten,"(-0.022, 2.2]",siamese,True,False,point,seal,none,seal,Transfer-- Partner
A701706,0,Intact Male,Male,No,2,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- Partner
A737395,0,Intact Female,Female,No,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Euthanasia-- Suffering
A713920,1,Spayed Female,Female,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- Foster
A751921,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
A719923,1,Neutered Male,Male,Yes,4,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
A754749,0,Unknown,Female,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Transfer-- Snr
A729951,1,Intact Male,Male,No,1,30,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,gray ,white,gray ,Adoption-- Foster
A707436,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Adoption-- 
A746449,1,Spayed Female,Female,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Adoption-- 
A745012,1,Neutered Male,Male,Yes,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- 
A721305,1,Spayed Female,Female,Yes,4,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- 
A702392,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Adoption-- 
A710949,1,Neutered Male,Male,Yes,5,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Adoption-- 
A744529,0,Neutered Male,Male,Yes,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,white,blue,white,Transfer-- SCRP
A708143,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
A734147,0,Intact Male,Male,No,1,365,4,Cat,"(-0.022, 2.2]",siamese,True,False,point,lynx,none,lynx,Transfer-- SCRP
A741909,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Adoption-- Foster
A750813,1,Spayed Female,Female,Yes,1,30,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,blue,white,blue,Adoption-- 
A739026,1,Spayed Female,Female,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,white,black,white,Adoption-- 
A704747,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,cream,none,cream,Adoption-- 
A707358,0,Intact Male,Male,No,1,30,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,blue,white,blue,Transfer-- Partner
A749035,1,Neutered Male,Male,Yes,2,365,4,Cat,"(-0.022, 2.2]",siamese,True,False,point,flame,none,flame,Return to Owner-- 
A729830,1,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Adoption-- 
A705176,0,Intact Female,Female,No,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,white,brown,white,Transfer-- SCRP
A713365,0,Intact Female,Female,No,1,30,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Transfer-- Partner
A717771,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Adoption-- 
A726812,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- 
A725003,1,Spayed Female,Female,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,cream ,white,cream ,Return to Owner-- 
A727711,1,Intact Female,Female,No,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
A656893,1,Spayed Female,Female,Yes,2,365,4,Cat,"(-0.022, 2.2]",domestic mediumhair,False,True,tabby,orange,none,orange,Transfer-- Partner
A704478,1,Intact Female,Female,No,1,365,4,Cat,"(-0.022, 2.2]",domestic longhair,False,True,tortie,Breed Specific,none,tortie,Transfer-- Partner
A721976,1,Spayed Female,Female,Yes,12,365,7,Cat,"(11.0, 13.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
A712716,1,Neutered Male,Male,Yes,6,365,5,Cat,"(4.4, 6.6]",domestic shorthair,False,True,tabby,orange ,white,orange ,Adoption-- Foster
A759849,0,Intact Male,Male,No,3,7,1,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,missing,black,white,black,Transfer-- Partner
A720080,0,Intact Female,Female,No,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Transfer-- SCRP
A739799,0,Neutered Male,Male,Yes,7,30,3,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- SCRP
A759336,1,Spayed Female,Female,Yes,5,365,5,Cat,"(4.4, 6.6]",domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
A724906,0,Spayed Female,Female,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Adoption-- 
A755175,0,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- 
A709334,1,Neutered Male,Male,Yes,3,365,4,Cat,"(2.2, 4.4]",domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- SCRP
A716882,0,Neutered Male,Male,Yes,5,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,point,seal,none,seal,Adoption-- 
A713823,1,Spayed Female,Female,Yes,4,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Adoption-- 
A701296,0,Intact Female,Female,No,2,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
A716126,0,Intact Female,Female,No,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,calico,Breed Specific,none,calico,Transfer-- SCRP
