,0,1,2,3,4,5,6,7,8,9
RBF SVM,"(0.5181058495821727, 0.5207221994255232)","(0.5237924865831842, 0.526466967583094)","(0.5254564983888292, 0.5192566973445102)","(0.5203310029961478, 0.521718740840612)","(0.5211891660115772, 0.519901518260156)","(0.5183831434100193, 0.5196670379271938)",,,,
